id;Comunidades_Autonomas;Provincias;Comarca;SAU;Superficie_HA;Cultivo;Permanota
4460;Aragón;Huesca;Monegros;SAU al aire libre;4;Huertos para consumo propio;9
4461;Aragón;Huesca;Monegros;SAU al aire libre;9;3 Raíces y Tubérculos;9
4462;Aragón;Huesca;Monegros;SAU al aire libre;279;6 Hortalizas, melones y fresas (excluidas semillas y plántulas);9
4463;Aragón;Huesca;Monegros;SAU al aire libre;3424;2 Leguminosas y proteaginosas secas para grano;9
4464;Aragón;Huesca;Monegros;SAU al aire libre;51040;1 Cereales para grano;9
4465;Aragón;Huesca;La Litera;SAU al aire libre;125;8 Viñedo;6
4466;Aragón;Huesca;La Litera;SAU al aire libre;0;5 Bayas (excluidas las fresas y bayas silvestres);7
4467;Aragón;Huesca;La Litera;SAU al aire libre;0;7 Flores y plantas ornamentales (venta como flor cortada, excepto semillas y plántulas);3
4468;Aragón;Huesca;La Litera;SAU al aire libre;0;1 Cítricos;8
4469;Aragón;Huesca;La Litera;SAU en invernadero o abrigo alto accesible;0;Otros cultivos (incluidos huertos para consumo propio <100 m2);8
4470;Aragón;Huesca;La Litera;SAU en invernadero o abrigo alto accesible;0;Semillas y plántulas destinadas a la venta;5
4471;Aragón;Huesca;La Litera;SAU en invernadero o abrigo alto accesible;0;Plantas aromáticas, medicinales y especias así como otras tierras arables;5
4472;Aragón;Huesca;La Litera;SAU al aire libre;0;9 Otros herbáceos;0
4473;Aragón;Huesca;La Litera;SAU en invernadero o abrigo alto accesible;0;Cultivos leñosos / permanentes (incluido viveros);0
4474;Aragón;Huesca;La Litera;SAU al aire libre;0;10 Árboles de Navidad;0
4475;Aragón;Huesca;La Litera;SAU en invernadero o abrigo alto accesible;1;Hortalizas, incluidos melones y fresas;9
4476;Aragón;Huesca;La Litera;SAU al aire libre;2;9 Viveros;5
4477;Aragón;Huesca;La Litera;SAU al aire libre;533;8 Semillas y plántulas destinadas a la venta;3
4478;Aragón;Huesca;La Litera;SAU al aire libre;1186;7 Olivar;8
4479;Aragón;Huesca;La Litera;SAU al aire libre;620;5 Cultivos industriales;5
4480;Aragón;Huesca;La Litera;SAU en invernadero o abrigo alto accesible;0;Flores y plantas ornamentales;2
4481;Aragón;Huesca;La Litera;SAU al aire libre;11714;4 Cultivos cosechados en verde;6
4482;Aragón;Huesca;La Litera;SAU al aire libre;36;11 Otros cultivos leñosos;0
4483;Aragón;Huesca;La Litera;SAU al aire libre;3951;Barbechos  (incluye las tierras sembradas para abono en verde);0
4484;Aragón;Huesca;La Litera;SAU al aire libre;325;2 Pasto intensivo;1
4485;Aragón;Huesca;La Litera;SAU al aire libre;4;3 Pasto no utilizado a efectos de producción;1
4486;Aragón;Huesca;La Litera;SAU al aire libre;12369;1 Pasto extensivo;1
4487;Aragón;Huesca;La Litera;SAU al aire libre;582;2 Frutales originarios de clima templado, de pepita;7
4488;Aragón;Huesca;La Litera;SAU al aire libre;1870;3 Frutales originarios de clima templado, de hueso;7
4489;Aragón;Huesca;La Litera;SAU al aire libre;77;4 Frutales originarios de clima tropical y subtropical;7
4490;Aragón;Huesca;La Litera;SAU al aire libre;2886;6 Frutales de fruto seco;7
4491;Aragón;Huesca;La Litera;SAU al aire libre;11;Huertos para consumo propio;9
4492;Aragón;Huesca;La Litera;SAU al aire libre;13;3 Raíces y Tubérculos;9
4493;Aragón;Huesca;La Litera;SAU al aire libre;46;6 Hortalizas, melones y fresas (excluidas semillas y plántulas);9
4494;Aragón;Huesca;La Litera;SAU al aire libre;2023;2 Leguminosas y proteaginosas secas para grano;9
4495;Aragón;Huesca;La Litera;SAU al aire libre;41171;1 Cereales para grano;9
4496;Aragón;Huesca;Bajo Cinca;SAU en invernadero o abrigo alto accesible;0;Semillas y plántulas destinadas a la venta;5
4497;Aragón;Huesca;Bajo Cinca;SAU en invernadero o abrigo alto accesible;0;Flores y plantas ornamentales;2
4498;Aragón;Huesca;Bajo Cinca;SAU al aire libre;0;5 Bayas (excluidas las fresas y bayas silvestres);7
4499;Aragón;Huesca;Bajo Cinca;SAU al aire libre;0;7 Flores y plantas ornamentales (venta como flor cortada, excepto semillas y plántulas);3
4500;Aragón;Huesca;Bajo Cinca;SAU al aire libre;0;1 Cítricos;8
4501;Aragón;Huesca;Bajo Cinca;SAU en invernadero o abrigo alto accesible;0;Otros cultivos (incluidos huertos para consumo propio <100 m2);8
4502;Aragón;Huesca;Bajo Cinca;SAU en invernadero o abrigo alto accesible;0;Plantas aromáticas, medicinales y especias así como otras tierras arables;5
4503;Aragón;Huesca;Bajo Cinca;SAU al aire libre;0;9 Otros herbáceos;0
4504;Aragón;Huesca;Bajo Cinca;SAU al aire libre;0;10 Árboles de Navidad;0
4505;Aragón;Huesca;Bajo Cinca;SAU al aire libre;1;3 Raíces y Tubérculos;9
4506;Aragón;Huesca;Bajo Cinca;SAU en invernadero o abrigo alto accesible;9;Cultivos leñosos / permanentes (incluido viveros);0
4507;Aragón;Huesca;Bajo Cinca;SAU al aire libre;497;8 Semillas y plántulas destinadas a la venta;3
4508;Aragón;Huesca;Bajo Cinca;SAU al aire libre;890;7 Olivar;8
4509;Aragón;Huesca;Bajo Cinca;SAU al aire libre;11;9 Viveros;5
4510;Aragón;Huesca;Bajo Cinca;SAU al aire libre;343;5 Cultivos industriales;5
4511;Aragón;Huesca;Bajo Cinca;SAU al aire libre;328;8 Viñedo;6
4512;Aragón;Huesca;Bajo Cinca;SAU al aire libre;6450;4 Cultivos cosechados en verde;6
4513;Aragón;Huesca;Bajo Cinca;SAU al aire libre;15;11 Otros cultivos leñosos;0
4514;Aragón;Huesca;Bajo Cinca;SAU al aire libre;21766;Barbechos  (incluye las tierras sembradas para abono en verde);0
4515;Aragón;Huesca;Bajo Cinca;SAU al aire libre;4;2 Pasto intensivo;1
4516;Aragón;Huesca;Bajo Cinca;SAU al aire libre;10;3 Pasto no utilizado a efectos de producción;1
4517;Aragón;Huesca;Bajo Cinca;SAU al aire libre;11020;1 Pasto extensivo;1
4518;Aragón;Huesca;Bajo Cinca;SAU al aire libre;670;2 Frutales originarios de clima templado, de pepita;7
4519;Aragón;Huesca;Bajo Cinca;SAU al aire libre;11170;3 Frutales originarios de clima templado, de hueso;7
4520;Aragón;Huesca;Bajo Cinca;SAU al aire libre;303;4 Frutales originarios de clima tropical y subtropical;7
4521;Aragón;Huesca;Bajo Cinca;SAU al aire libre;1720;6 Frutales de fruto seco;7
4522;Aragón;Huesca;Bajo Cinca;SAU en invernadero o abrigo alto accesible;7;Hortalizas, incluidos melones y fresas;9
4523;Aragón;Huesca;Bajo Cinca;SAU al aire libre;5;Huertos para consumo propio;9
4524;Aragón;Huesca;Bajo Cinca;SAU al aire libre;88;6 Hortalizas, melones y fresas (excluidas semillas y plántulas);9
4525;Aragón;Huesca;Bajo Cinca;SAU al aire libre;821;2 Leguminosas y proteaginosas secas para grano;9
4526;Aragón;Huesca;Bajo Cinca;SAU al aire libre;36737;1 Cereales para grano;9
4527;Andalucía;Jaén;Sierra Morena;SAU en invernadero o abrigo alto accesible;0;Semillas y plántulas destinadas a la venta;5
4528;Andalucía;Jaén;Sierra Morena;SAU en invernadero o abrigo alto accesible;0;Plantas aromáticas, medicinales y especias así como otras tierras arables;5
4529;Andalucía;Jaén;Sierra Morena;SAU en invernadero o abrigo alto accesible;0;Cultivos leñosos / permanentes (incluido viveros);0
4530;Andalucía;Jaén;Sierra Morena;SAU al aire libre;0;10 Árboles de Navidad;0
4531;Andalucía;Jaén;Sierra Morena;SAU al aire libre;1;9 Otros herbáceos;0
4532;Andalucía;Jaén;Sierra Morena;SAU al aire libre;1;1 Cítricos;8
4533;Andalucía;Jaén;Sierra Morena;SAU al aire libre;1392;4 Cultivos cosechados en verde;6
4534;Andalucía;Jaén;Sierra Morena;SAU al aire libre;1969;5 Cultivos industriales;5
4535;Andalucía;Jaén;Sierra Morena;SAU al aire libre;16;7 Flores y plantas ornamentales (venta como flor cortada, excepto semillas y plántulas);3
4536;Andalucía;Jaén;Sierra Morena;SAU al aire libre;2;8 Semillas y plántulas destinadas a la venta;3
4537;Andalucía;Jaén;Sierra Morena;SAU al aire libre;1982;Barbechos  (incluye las tierras sembradas para abono en verde);0
4538;Andalucía;Jaén;Sierra Morena;SAU al aire libre;2;2 Frutales originarios de clima templado, de pepita;7
4539;Andalucía;Jaén;Sierra Morena;SAU al aire libre;83;3 Frutales originarios de clima templado, de hueso;7
4540;Andalucía;Jaén;Sierra Morena;SAU al aire libre;21;4 Frutales originarios de clima tropical y subtropical;7
4541;Andalucía;Jaén;Sierra Morena;SAU en invernadero o abrigo alto accesible;0;Otros cultivos (incluidos huertos para consumo propio <100 m2);8
4542;Andalucía;Jaén;Sierra Morena;SAU al aire libre;0;9 Viveros;5
4543;Andalucía;Jaén;Sierra Morena;SAU al aire libre;571;6 Frutales de fruto seco;7
4544;Andalucía;Jaén;Sierra Morena;SAU al aire libre;32779;7 Olivar;8
4545;Andalucía;Jaén;Sierra Morena;SAU al aire libre;24;8 Viñedo;6
4546;Andalucía;Jaén;Sierra Morena;SAU al aire libre;3;11 Otros cultivos leñosos;0
4547;Andalucía;Jaén;Sierra Morena;SAU al aire libre;0;5 Bayas (excluidas las fresas y bayas silvestres);7
4548;Andalucía;Jaén;Sierra Morena;SAU al aire libre;39332;1 Pasto extensivo;1
4549;Andalucía;Jaén;Sierra Morena;SAU al aire libre;6222;2 Pasto intensivo;1
4550;Andalucía;Jaén;Sierra Morena;SAU al aire libre;1629;3 Pasto no utilizado a efectos de producción;1
4551;Andalucía;Jaén;Sierra Morena;SAU en invernadero o abrigo alto accesible;4;Flores y plantas ornamentales;2
4552;Andalucía;Jaén;Sierra Morena;SAU en invernadero o abrigo alto accesible;3;Hortalizas, incluidos melones y fresas;9
4553;Andalucía;Jaén;Sierra Morena;SAU al aire libre;4;Huertos para consumo propio;9
4554;Andalucía;Jaén;Sierra Morena;SAU al aire libre;7;3 Raíces y Tubérculos;9
4555;Andalucía;Jaén;Sierra Morena;SAU al aire libre;36;6 Hortalizas, melones y fresas (excluidas semillas y plántulas);9
4556;Andalucía;Jaén;Sierra Morena;SAU al aire libre;199;2 Leguminosas y proteaginosas secas para grano;9
4557;Andalucía;Jaén;Sierra Morena;SAU al aire libre;2422;1 Cereales para grano;9
4558;Andalucía;Jaén;El Condado;SAU al aire libre;22;8 Semillas y plántulas destinadas a la venta;3
4559;Andalucía;Jaén;El Condado;SAU al aire libre;0;3 Raíces y Tubérculos;9
4560;Andalucía;Jaén;El Condado;SAU en invernadero o abrigo alto accesible;0;Hortalizas, incluidos melones y fresas;9
4561;Andalucía;Jaén;El Condado;SAU en invernadero o abrigo alto accesible;0;Flores y plantas ornamentales;2
4562;Andalucía;Jaén;El Condado;SAU al aire libre;0;5 Bayas (excluidas las fresas y bayas silvestres);7
4563;Andalucía;Jaén;El Condado;SAU al aire libre;0;4 Frutales originarios de clima tropical y subtropical;7
4564;Andalucía;Jaén;El Condado;SAU al aire libre;0;7 Flores y plantas ornamentales (venta como flor cortada, excepto semillas y plántulas);3
4565;Andalucía;Jaén;El Condado;SAU al aire libre;0;1 Cítricos;8
4566;Andalucía;Jaén;El Condado;SAU en invernadero o abrigo alto accesible;0;Otros cultivos (incluidos huertos para consumo propio <100 m2);8
4567;Andalucía;Jaén;El Condado;SAU en invernadero o abrigo alto accesible;0;Semillas y plántulas destinadas a la venta;5
4568;Andalucía;Jaén;El Condado;SAU al aire libre;0;9 Viveros;5
4569;Andalucía;Jaén;El Condado;SAU en invernadero o abrigo alto accesible;0;Plantas aromáticas, medicinales y especias así como otras tierras arables;5
4570;Andalucía;Jaén;El Condado;SAU en invernadero o abrigo alto accesible;0;Cultivos leñosos / permanentes (incluido viveros);0
4571;Andalucía;Jaén;El Condado;SAU al aire libre;0;10 Árboles de Navidad;0
4572;Andalucía;Jaén;El Condado;SAU al aire libre;820;4 Cultivos cosechados en verde;6
4573;Andalucía;Jaén;El Condado;SAU al aire libre;125;5 Cultivos industriales;5
4574;Andalucía;Jaén;El Condado;SAU al aire libre;38;9 Otros herbáceos;0
4575;Andalucía;Jaén;El Condado;SAU al aire libre;2942;Barbechos  (incluye las tierras sembradas para abono en verde);0
4576;Andalucía;Jaén;El Condado;SAU al aire libre;3;2 Frutales originarios de clima templado, de pepita;7
4577;Andalucía;Jaén;El Condado;SAU al aire libre;7;3 Frutales originarios de clima templado, de hueso;7
4578;Andalucía;Jaén;El Condado;SAU al aire libre;306;6 Frutales de fruto seco;7
4579;Andalucía;Jaén;El Condado;SAU al aire libre;54352;7 Olivar;8
4580;Andalucía;Jaén;El Condado;SAU al aire libre;34;8 Viñedo;6
4581;Andalucía;Jaén;El Condado;SAU al aire libre;4;11 Otros cultivos leñosos;0
4582;Andalucía;Jaén;El Condado;SAU al aire libre;18371;1 Pasto extensivo;1
4583;Andalucía;Jaén;El Condado;SAU al aire libre;3293;2 Pasto intensivo;1
4584;Andalucía;Jaén;El Condado;SAU al aire libre;337;3 Pasto no utilizado a efectos de producción;1
4585;Andalucía;Jaén;El Condado;SAU al aire libre;2;Huertos para consumo propio;9
4586;Andalucía;Jaén;El Condado;SAU al aire libre;46;6 Hortalizas, melones y fresas (excluidas semillas y plántulas);9
4587;Andalucía;Jaén;El Condado;SAU al aire libre;98;2 Leguminosas y proteaginosas secas para grano;9
4588;Andalucía;Jaén;El Condado;SAU al aire libre;2923;1 Cereales para grano;9
4589;Andalucía;Jaén;Sierra de Segura;SAU al aire libre;14;3 Frutales originarios de clima templado, de hueso;7
4590;Andalucía;Jaén;Sierra de Segura;SAU al aire libre;0;8 Semillas y plántulas destinadas a la venta;3
4591;Andalucía;Jaén;Sierra de Segura;SAU al aire libre;0;7 Flores y plantas ornamentales (venta como flor cortada, excepto semillas y plántulas);3
4592;Andalucía;Jaén;Sierra de Segura;SAU en invernadero o abrigo alto accesible;0;Otros cultivos (incluidos huertos para consumo propio <100 m2);8
4593;Andalucía;Jaén;Sierra de Segura;SAU en invernadero o abrigo alto accesible;0;Semillas y plántulas destinadas a la venta;5
4594;Andalucía;Jaén;Sierra de Segura;SAU al aire libre;0;9 Viveros;5
4595;Andalucía;Jaén;Sierra de Segura;SAU en invernadero o abrigo alto accesible;0;Plantas aromáticas, medicinales y especias así como otras tierras arables;5
4596;Andalucía;Jaén;Sierra de Segura;SAU al aire libre;0;10 Árboles de Navidad;0
4597;Andalucía;Jaén;Sierra de Segura;SAU en invernadero o abrigo alto accesible;1;Hortalizas, incluidos melones y fresas;9
4598;Andalucía;Jaén;Sierra de Segura;SAU al aire libre;1;1 Cítricos;8
4599;Andalucía;Jaén;Sierra de Segura;SAU al aire libre;353;4 Cultivos cosechados en verde;6
4600;Andalucía;Jaén;Sierra de Segura;SAU al aire libre;3;5 Cultivos industriales;5
4601;Andalucía;Jaén;Sierra de Segura;SAU al aire libre;2;9 Otros herbáceos;0
4602;Andalucía;Jaén;Sierra de Segura;SAU al aire libre;1953;Barbechos  (incluye las tierras sembradas para abono en verde);0
4603;Andalucía;Jaén;Sierra de Segura;SAU al aire libre;10;2 Frutales originarios de clima templado, de pepita;7
4604;Andalucía;Jaén;Sierra de Segura;SAU en invernadero o abrigo alto accesible;0;Flores y plantas ornamentales;2
4605;Andalucía;Jaén;Sierra de Segura;SAU al aire libre;3;4 Frutales originarios de clima tropical y subtropical;7
4606;Andalucía;Jaén;Sierra de Segura;SAU al aire libre;3;5 Bayas (excluidas las fresas y bayas silvestres);7
4607;Andalucía;Jaén;Sierra de Segura;SAU al aire libre;377;6 Frutales de fruto seco;7
4608;Andalucía;Jaén;Sierra de Segura;SAU al aire libre;38495;7 Olivar;8
4609;Andalucía;Jaén;Sierra de Segura;SAU al aire libre;3;8 Viñedo;6
4610;Andalucía;Jaén;Sierra de Segura;SAU al aire libre;15;11 Otros cultivos leñosos;0
4611;Andalucía;Jaén;Sierra de Segura;SAU al aire libre;40581;1 Pasto extensivo;1
4612;Andalucía;Jaén;Sierra de Segura;SAU al aire libre;3505;2 Pasto intensivo;1
4613;Andalucía;Jaén;Sierra de Segura;SAU al aire libre;69;3 Pasto no utilizado a efectos de producción;1
4614;Andalucía;Jaén;Sierra de Segura;SAU en invernadero o abrigo alto accesible;2;Cultivos leñosos / permanentes (incluido viveros);0
4615;Andalucía;Jaén;Sierra de Segura;SAU al aire libre;10;Huertos para consumo propio;9
4616;Andalucía;Jaén;Sierra de Segura;SAU al aire libre;22;3 Raíces y Tubérculos;9
4617;Andalucía;Jaén;Sierra de Segura;SAU al aire libre;38;6 Hortalizas, melones y fresas (excluidas semillas y plántulas);9
4618;Andalucía;Jaén;Sierra de Segura;SAU al aire libre;141;2 Leguminosas y proteaginosas secas para grano;9
4619;Andalucía;Jaén;Sierra de Segura;SAU al aire libre;1712;1 Cereales para grano;9
4620;Andalucía;Jaén;Campiña del Norte;SAU al aire libre;3394;Barbechos  (incluye las tierras sembradas para abono en verde);0
4621;Andalucía;Jaén;Campiña del Norte;SAU en invernadero o abrigo alto accesible;0;Hortalizas, incluidos melones y fresas;9
4622;Andalucía;Jaén;Campiña del Norte;SAU en invernadero o abrigo alto accesible;0;Flores y plantas ornamentales;2
4623;Andalucía;Jaén;Campiña del Norte;SAU al aire libre;0;5 Bayas (excluidas las fresas y bayas silvestres);7
4624;Andalucía;Jaén;Campiña del Norte;SAU al aire libre;0;8 Semillas y plántulas destinadas a la venta;3
4625;Andalucía;Jaén;Campiña del Norte;SAU al aire libre;0;7 Flores y plantas ornamentales (venta como flor cortada, excepto semillas y plántulas);3
4626;Andalucía;Jaén;Campiña del Norte;SAU en invernadero o abrigo alto accesible;0;Otros cultivos (incluidos huertos para consumo propio <100 m2);8
4627;Andalucía;Jaén;Campiña del Norte;SAU en invernadero o abrigo alto accesible;0;Semillas y plántulas destinadas a la venta;5
4628;Andalucía;Jaén;Campiña del Norte;SAU al aire libre;0;9 Viveros;5
4629;Andalucía;Jaén;Campiña del Norte;SAU en invernadero o abrigo alto accesible;0;Plantas aromáticas, medicinales y especias así como otras tierras arables;5
4630;Andalucía;Jaén;Campiña del Norte;SAU al aire libre;0;10 Árboles de Navidad;0
4631;Andalucía;Jaén;Campiña del Norte;SAU al aire libre;1;2 Frutales originarios de clima templado, de pepita;7
4632;Andalucía;Jaén;Campiña del Norte;SAU en invernadero o abrigo alto accesible;1;Cultivos leñosos / permanentes (incluido viveros);0
4633;Andalucía;Jaén;Campiña del Norte;SAU al aire libre;287;4 Cultivos cosechados en verde;6
4634;Andalucía;Jaén;Campiña del Norte;SAU al aire libre;2356;5 Cultivos industriales;5
4635;Andalucía;Jaén;Campiña del Norte;SAU al aire libre;2;9 Otros herbáceos;0
4636;Andalucía;Jaén;Campiña del Norte;SAU al aire libre;2;1 Cítricos;8
4637;Andalucía;Jaén;Campiña del Norte;SAU al aire libre;8;3 Frutales originarios de clima templado, de hueso;7
4638;Andalucía;Jaén;Campiña del Norte;SAU al aire libre;4;4 Frutales originarios de clima tropical y subtropical;7
4639;Andalucía;Jaén;Campiña del Norte;SAU al aire libre;541;6 Frutales de fruto seco;7
4640;Andalucía;Jaén;Campiña del Norte;SAU al aire libre;99382;7 Olivar;8
4641;Andalucía;Jaén;Campiña del Norte;SAU al aire libre;45;8 Viñedo;6
4642;Andalucía;Jaén;Campiña del Norte;SAU al aire libre;6;11 Otros cultivos leñosos;0
4643;Andalucía;Jaén;Campiña del Norte;SAU al aire libre;2317;1 Pasto extensivo;1
4644;Andalucía;Jaén;Campiña del Norte;SAU al aire libre;300;2 Pasto intensivo;1
4645;Andalucía;Jaén;Campiña del Norte;SAU al aire libre;27;3 Pasto no utilizado a efectos de producción;1
4646;Andalucía;Jaén;Campiña del Norte;SAU al aire libre;2;Huertos para consumo propio;9
4647;Andalucía;Jaén;Campiña del Norte;SAU al aire libre;9;3 Raíces y Tubérculos;9
4648;Andalucía;Jaén;Campiña del Norte;SAU al aire libre;254;6 Hortalizas, melones y fresas (excluidas semillas y plántulas);9
4649;Andalucía;Jaén;Campiña del Norte;SAU al aire libre;345;2 Leguminosas y proteaginosas secas para grano;9
4650;Andalucía;Jaén;Campiña del Norte;SAU al aire libre;4539;1 Cereales para grano;9
4651;Andalucía;Jaén;La Loma;SAU en invernadero o abrigo alto accesible;0;Flores y plantas ornamentales;2
4652;Andalucía;Jaén;La Loma;SAU al aire libre;0;8 Semillas y plántulas destinadas a la venta;3
4653;Andalucía;Jaén;La Loma;SAU al aire libre;0;7 Flores y plantas ornamentales (venta como flor cortada, excepto semillas y plántulas);3
4654;Andalucía;Jaén;La Loma;SAU en invernadero o abrigo alto accesible;0;Otros cultivos (incluidos huertos para consumo propio <100 m2);8
4655;Andalucía;Jaén;La Loma;SAU en invernadero o abrigo alto accesible;0;Semillas y plántulas destinadas a la venta;5
4656;Andalucía;Jaén;La Loma;SAU al aire libre;0;9 Viveros;5
4657;Andalucía;Jaén;La Loma;SAU en invernadero o abrigo alto accesible;0;Plantas aromáticas, medicinales y especias así como otras tierras arables;5
4658;Andalucía;Jaén;La Loma;SAU en invernadero o abrigo alto accesible;0;Cultivos leñosos / permanentes (incluido viveros);0
4659;Andalucía;Jaén;La Loma;SAU al aire libre;0;10 Árboles de Navidad;0
4660;Andalucía;Jaén;La Loma;SAU al aire libre;133;4 Cultivos cosechados en verde;6
4661;Andalucía;Jaén;La Loma;SAU al aire libre;330;5 Cultivos industriales;5
4662;Andalucía;Jaén;La Loma;SAU al aire libre;4;9 Otros herbáceos;0
4663;Andalucía;Jaén;La Loma;SAU al aire libre;1331;Barbechos  (incluye las tierras sembradas para abono en verde);0
4664;Andalucía;Jaén;La Loma;SAU al aire libre;2;1 Cítricos;8
4665;Andalucía;Jaén;La Loma;SAU al aire libre;3;2 Frutales originarios de clima templado, de pepita;7
4666;Andalucía;Jaén;La Loma;SAU al aire libre;0;5 Bayas (excluidas las fresas y bayas silvestres);7
4667;Andalucía;Jaén;La Loma;SAU al aire libre;36;3 Frutales originarios de clima templado, de hueso;7
4668;Andalucía;Jaén;La Loma;SAU al aire libre;18;4 Frutales originarios de clima tropical y subtropical;7
4669;Andalucía;Jaén;La Loma;SAU al aire libre;710;6 Frutales de fruto seco;7
4670;Andalucía;Jaén;La Loma;SAU al aire libre;106698;7 Olivar;8
4671;Andalucía;Jaén;La Loma;SAU al aire libre;91;8 Viñedo;6
4672;Andalucía;Jaén;La Loma;SAU al aire libre;3;11 Otros cultivos leñosos;0
4673;Andalucía;Jaén;La Loma;SAU al aire libre;1666;1 Pasto extensivo;1
4674;Andalucía;Jaén;La Loma;SAU al aire libre;140;2 Pasto intensivo;1
4675;Andalucía;Jaén;La Loma;SAU al aire libre;175;3 Pasto no utilizado a efectos de producción;1
4676;Andalucía;Jaén;La Loma;SAU en invernadero o abrigo alto accesible;6;Hortalizas, incluidos melones y fresas;9
4677;Andalucía;Jaén;La Loma;SAU al aire libre;2;Huertos para consumo propio;9
4678;Andalucía;Jaén;La Loma;SAU al aire libre;6;3 Raíces y Tubérculos;9
4679;Andalucía;Jaén;La Loma;SAU al aire libre;242;6 Hortalizas, melones y fresas (excluidas semillas y plántulas);9
4680;Andalucía;Jaén;La Loma;SAU al aire libre;153;2 Leguminosas y proteaginosas secas para grano;9
4681;Andalucía;Jaén;La Loma;SAU al aire libre;1604;1 Cereales para grano;9
4682;Andalucía;Jaén;Campiña del Sur;SAU al aire libre;75;5 Cultivos industriales;5
4683;Andalucía;Jaén;Campiña del Sur;SAU en invernadero o abrigo alto accesible;0;Hortalizas, incluidos melones y fresas;9
4684;Andalucía;Jaén;Campiña del Sur;SAU en invernadero o abrigo alto accesible;0;Flores y plantas ornamentales;2
4685;Andalucía;Jaén;Campiña del Sur;SAU al aire libre;0;5 Bayas (excluidas las fresas y bayas silvestres);7
4686;Andalucía;Jaén;Campiña del Sur;SAU al aire libre;0;8 Semillas y plántulas destinadas a la venta;3
4687;Andalucía;Jaén;Campiña del Sur;SAU al aire libre;0;7 Flores y plantas ornamentales (venta como flor cortada, excepto semillas y plántulas);3
4688;Andalucía;Jaén;Campiña del Sur;SAU en invernadero o abrigo alto accesible;0;Otros cultivos (incluidos huertos para consumo propio <100 m2);8
4689;Andalucía;Jaén;Campiña del Sur;SAU en invernadero o abrigo alto accesible;0;Semillas y plántulas destinadas a la venta;5
4690;Andalucía;Jaén;Campiña del Sur;SAU al aire libre;0;9 Viveros;5
4691;Andalucía;Jaén;Campiña del Sur;SAU en invernadero o abrigo alto accesible;0;Plantas aromáticas, medicinales y especias así como otras tierras arables;5
4692;Andalucía;Jaén;Campiña del Sur;SAU en invernadero o abrigo alto accesible;0;Cultivos leñosos / permanentes (incluido viveros);0
4693;Andalucía;Jaén;Campiña del Sur;SAU al aire libre;0;10 Árboles de Navidad;0
4694;Andalucía;Jaén;Campiña del Sur;SAU al aire libre;1;4 Frutales originarios de clima tropical y subtropical;7
4695;Andalucía;Jaén;Campiña del Sur;SAU al aire libre;1;9 Otros herbáceos;0
4696;Andalucía;Jaén;Campiña del Sur;SAU al aire libre;1;1 Cítricos;8
4697;Andalucía;Jaén;Campiña del Sur;SAU al aire libre;66;4 Cultivos cosechados en verde;6
4698;Andalucía;Jaén;Campiña del Sur;SAU al aire libre;2160;Barbechos  (incluye las tierras sembradas para abono en verde);0
4699;Andalucía;Jaén;Campiña del Sur;SAU al aire libre;4;2 Frutales originarios de clima templado, de pepita;7
4700;Andalucía;Jaén;Campiña del Sur;SAU al aire libre;20;3 Frutales originarios de clima templado, de hueso;7
4701;Andalucía;Jaén;Campiña del Sur;SAU al aire libre;130;6 Frutales de fruto seco;7
4702;Andalucía;Jaén;Campiña del Sur;SAU al aire libre;103098;7 Olivar;8
4703;Andalucía;Jaén;Campiña del Sur;SAU al aire libre;13;8 Viñedo;6
4704;Andalucía;Jaén;Campiña del Sur;SAU al aire libre;3;11 Otros cultivos leñosos;0
4705;Andalucía;Jaén;Campiña del Sur;SAU al aire libre;1420;1 Pasto extensivo;1
4706;Andalucía;Jaén;Campiña del Sur;SAU al aire libre;577;2 Pasto intensivo;1
4707;Andalucía;Jaén;Campiña del Sur;SAU al aire libre;1058;3 Pasto no utilizado a efectos de producción;1
4708;Andalucía;Jaén;Campiña del Sur;SAU al aire libre;3;Huertos para consumo propio;9
4709;Andalucía;Jaén;Campiña del Sur;SAU al aire libre;102;3 Raíces y Tubérculos;9
4710;Andalucía;Jaén;Campiña del Sur;SAU al aire libre;99;6 Hortalizas, melones y fresas (excluidas semillas y plántulas);9
4711;Andalucía;Jaén;Campiña del Sur;SAU al aire libre;68;2 Leguminosas y proteaginosas secas para grano;9
4712;Andalucía;Jaén;Campiña del Sur;SAU al aire libre;2155;1 Cereales para grano;9
4713;Andalucía;Jaén;Mágina;SAU al aire libre;104;3 Frutales originarios de clima templado, de hueso;7
4714;Andalucía;Jaén;Mágina;SAU al aire libre;0;5 Bayas (excluidas las fresas y bayas silvestres);7
4715;Andalucía;Jaén;Mágina;SAU al aire libre;0;8 Semillas y plántulas destinadas a la venta;3
4716;Andalucía;Jaén;Mágina;SAU al aire libre;0;7 Flores y plantas ornamentales (venta como flor cortada, excepto semillas y plántulas);3
4717;Andalucía;Jaén;Mágina;SAU en invernadero o abrigo alto accesible;0;Otros cultivos (incluidos huertos para consumo propio <100 m2);8
4718;Andalucía;Jaén;Mágina;SAU en invernadero o abrigo alto accesible;0;Semillas y plántulas destinadas a la venta;5
4719;Andalucía;Jaén;Mágina;SAU en invernadero o abrigo alto accesible;0;Plantas aromáticas, medicinales y especias así como otras tierras arables;5
4720;Andalucía;Jaén;Mágina;SAU en invernadero o abrigo alto accesible;0;Cultivos leñosos / permanentes (incluido viveros);0
4721;Andalucía;Jaén;Mágina;SAU al aire libre;0;10 Árboles de Navidad;0
