id;Comunidades_Autonomas;Provincias;Comarca;SAU;Superficie_HA;Cultivo;Permanota
7516;Castilla y León;Salamanca;Ciudad Rodrigo;SAU al aire libre;2;9 Otros herbáceos;0
7517;Castilla y León;Salamanca;Ciudad Rodrigo;SAU al aire libre;2;2 Frutales originarios de clima templado, de pepita;7
7518;Castilla y León;Salamanca;Ciudad Rodrigo;SAU al aire libre;0;1 Cítricos;8
7519;Castilla y León;Salamanca;Ciudad Rodrigo;SAU al aire libre;18;8 Viñedo;6
7520;Castilla y León;Salamanca;Ciudad Rodrigo;SAU al aire libre;10777;4 Cultivos cosechados en verde;6
7521;Castilla y León;Salamanca;Ciudad Rodrigo;SAU al aire libre;3;11 Otros cultivos leñosos;0
7522;Castilla y León;Salamanca;Ciudad Rodrigo;SAU al aire libre;3797;Barbechos  (incluye las tierras sembradas para abono en verde);0
7523;Castilla y León;Salamanca;Ciudad Rodrigo;SAU al aire libre;15188;2 Pasto intensivo;1
7524;Castilla y León;Salamanca;Ciudad Rodrigo;SAU al aire libre;234;3 Pasto no utilizado a efectos de producción;1
7525;Castilla y León;Salamanca;Ciudad Rodrigo;SAU al aire libre;102886;1 Pasto extensivo;1
7526;Castilla y León;Salamanca;Ciudad Rodrigo;SAU al aire libre;4;3 Frutales originarios de clima templado, de hueso;7
7527;Castilla y León;Salamanca;Ciudad Rodrigo;SAU al aire libre;20;6 Frutales de fruto seco;7
7528;Castilla y León;Salamanca;Ciudad Rodrigo;SAU en invernadero o abrigo alto accesible;6;Hortalizas, incluidos melones y fresas;9
7529;Castilla y León;Salamanca;Ciudad Rodrigo;SAU al aire libre;3;Huertos para consumo propio;9
7530;Castilla y León;Salamanca;Ciudad Rodrigo;SAU al aire libre;52;3 Raíces y Tubérculos;9
7531;Castilla y León;Salamanca;Ciudad Rodrigo;SAU al aire libre;26;6 Hortalizas, melones y fresas (excluidas semillas y plántulas);9
7532;Castilla y León;Salamanca;Ciudad Rodrigo;SAU al aire libre;1712;2 Leguminosas y proteaginosas secas para grano;9
7533;Castilla y León;Salamanca;Ciudad Rodrigo;SAU al aire libre;9649;1 Cereales para grano;9
7534;Castilla y León;Salamanca;La Sierra;SAU al aire libre;0;8 Semillas y plántulas destinadas a la venta;3
7535;Castilla y León;Salamanca;La Sierra;SAU al aire libre;0;9 Otros herbáceos;0
7536;Castilla y León;Salamanca;La Sierra;SAU al aire libre;0;1 Cítricos;8
7537;Castilla y León;Salamanca;La Sierra;SAU al aire libre;0;9 Viveros;5
7538;Castilla y León;Salamanca;La Sierra;SAU al aire libre;0;10 Árboles de Navidad;0
7539;Castilla y León;Salamanca;La Sierra;SAU al aire libre;0;11 Otros cultivos leñosos;0
7540;Castilla y León;Salamanca;La Sierra;SAU en invernadero o abrigo alto accesible;0;Flores y plantas ornamentales;2
7541;Castilla y León;Salamanca;La Sierra;SAU en invernadero o abrigo alto accesible;0;Plantas aromáticas, medicinales y especias así como otras tierras arables;5
7542;Castilla y León;Salamanca;La Sierra;SAU en invernadero o abrigo alto accesible;0;Semillas y plántulas destinadas a la venta;5
7543;Castilla y León;Salamanca;La Sierra;SAU en invernadero o abrigo alto accesible;0;Cultivos leñosos / permanentes (incluido viveros);0
7544;Castilla y León;Salamanca;La Sierra;SAU en invernadero o abrigo alto accesible;0;Otros cultivos (incluidos huertos para consumo propio <100 m2);8
7545;Castilla y León;Salamanca;La Sierra;SAU al aire libre;1;4 Frutales originarios de clima tropical y subtropical;7
7546;Castilla y León;Salamanca;La Sierra;SAU al aire libre;1;7 Flores y plantas ornamentales (venta como flor cortada, excepto semillas y plántulas);3
7547;Castilla y León;Salamanca;La Sierra;SAU al aire libre;896;7 Olivar;8
7548;Castilla y León;Salamanca;La Sierra;SAU al aire libre;33;5 Cultivos industriales;5
7549;Castilla y León;Salamanca;La Sierra;SAU al aire libre;351;8 Viñedo;6
7550;Castilla y León;Salamanca;La Sierra;SAU al aire libre;478;4 Cultivos cosechados en verde;6
7551;Castilla y León;Salamanca;La Sierra;SAU al aire libre;292;Barbechos  (incluye las tierras sembradas para abono en verde);0
7552;Castilla y León;Salamanca;La Sierra;SAU al aire libre;2958;2 Pasto intensivo;1
7553;Castilla y León;Salamanca;La Sierra;SAU al aire libre;21;3 Pasto no utilizado a efectos de producción;1
7554;Castilla y León;Salamanca;La Sierra;SAU al aire libre;47150;1 Pasto extensivo;1
7555;Castilla y León;Salamanca;La Sierra;SAU al aire libre;8;2 Frutales originarios de clima templado, de pepita;7
7556;Castilla y León;Salamanca;La Sierra;SAU al aire libre;460;3 Frutales originarios de clima templado, de hueso;7
7557;Castilla y León;Salamanca;La Sierra;SAU al aire libre;4;5 Bayas (excluidas las fresas y bayas silvestres);7
7558;Castilla y León;Salamanca;La Sierra;SAU al aire libre;74;6 Frutales de fruto seco;7
7559;Castilla y León;Salamanca;La Sierra;SAU en invernadero o abrigo alto accesible;5;Hortalizas, incluidos melones y fresas;9
7560;Castilla y León;Salamanca;La Sierra;SAU al aire libre;10;Huertos para consumo propio;9
7561;Castilla y León;Salamanca;La Sierra;SAU al aire libre;71;3 Raíces y Tubérculos;9
7562;Castilla y León;Salamanca;La Sierra;SAU al aire libre;14;6 Hortalizas, melones y fresas (excluidas semillas y plántulas);9
7563;Castilla y León;Salamanca;La Sierra;SAU al aire libre;117;2 Leguminosas y proteaginosas secas para grano;9
7564;Castilla y León;Salamanca;La Sierra;SAU al aire libre;782;1 Cereales para grano;9
7565;Canarias;Santa Cruz de Tenerife;Norte de Tenerife;SAU al aire libre;0;3 Pasto no utilizado a efectos de producción;1
7566;Canarias;Santa Cruz de Tenerife;Norte de Tenerife;SAU al aire libre;0;5 Bayas (excluidas las fresas y bayas silvestres);7
7567;Canarias;Santa Cruz de Tenerife;Norte de Tenerife;SAU en invernadero o abrigo alto accesible;0;Otros cultivos (incluidos huertos para consumo propio <100 m2);8
7568;Canarias;Santa Cruz de Tenerife;Norte de Tenerife;SAU al aire libre;0;11 Otros cultivos leñosos;0
7569;Canarias;Santa Cruz de Tenerife;Norte de Tenerife;SAU al aire libre;0;10 Árboles de Navidad;0
7570;Canarias;Santa Cruz de Tenerife;Norte de Tenerife;SAU al aire libre;1;9 Viveros;5
7571;Canarias;Santa Cruz de Tenerife;Norte de Tenerife;SAU al aire libre;1;9 Otros herbáceos;0
7572;Canarias;Santa Cruz de Tenerife;Norte de Tenerife;SAU al aire libre;2;8 Semillas y plántulas destinadas a la venta;3
7573;Canarias;Santa Cruz de Tenerife;Norte de Tenerife;SAU en invernadero o abrigo alto accesible;2;Plantas aromáticas, medicinales y especias así como otras tierras arables;5
7574;Canarias;Santa Cruz de Tenerife;Norte de Tenerife;SAU en invernadero o abrigo alto accesible;129;Flores y plantas ornamentales;2
7575;Canarias;Santa Cruz de Tenerife;Norte de Tenerife;SAU en invernadero o abrigo alto accesible;4;Semillas y plántulas destinadas a la venta;5
7576;Canarias;Santa Cruz de Tenerife;Norte de Tenerife;SAU en invernadero o abrigo alto accesible;132;Cultivos leñosos / permanentes (incluido viveros);0
7577;Canarias;Santa Cruz de Tenerife;Norte de Tenerife;SAU al aire libre;99;7 Flores y plantas ornamentales (venta como flor cortada, excepto semillas y plántulas);3
7578;Canarias;Santa Cruz de Tenerife;Norte de Tenerife;SAU al aire libre;222;1 Cítricos;8
7579;Canarias;Santa Cruz de Tenerife;Norte de Tenerife;SAU al aire libre;3;7 Olivar;8
7580;Canarias;Santa Cruz de Tenerife;Norte de Tenerife;SAU al aire libre;9;5 Cultivos industriales;5
7581;Canarias;Santa Cruz de Tenerife;Norte de Tenerife;SAU al aire libre;3100;8 Viñedo;6
7582;Canarias;Santa Cruz de Tenerife;Norte de Tenerife;SAU al aire libre;85;4 Cultivos cosechados en verde;6
7583;Canarias;Santa Cruz de Tenerife;Norte de Tenerife;SAU al aire libre;154;Barbechos  (incluye las tierras sembradas para abono en verde);0
7584;Canarias;Santa Cruz de Tenerife;Norte de Tenerife;SAU al aire libre;395;2 Pasto intensivo;1
7585;Canarias;Santa Cruz de Tenerife;Norte de Tenerife;SAU al aire libre;581;1 Pasto extensivo;1
7586;Canarias;Santa Cruz de Tenerife;Norte de Tenerife;SAU al aire libre;2064;2 Frutales originarios de clima templado, de pepita;7
7587;Canarias;Santa Cruz de Tenerife;Norte de Tenerife;SAU al aire libre;35;3 Frutales originarios de clima templado, de hueso;7
7588;Canarias;Santa Cruz de Tenerife;Norte de Tenerife;SAU al aire libre;2056;4 Frutales originarios de clima tropical y subtropical;7
7589;Canarias;Santa Cruz de Tenerife;Norte de Tenerife;SAU al aire libre;12;6 Frutales de fruto seco;7
7590;Canarias;Santa Cruz de Tenerife;Norte de Tenerife;SAU en invernadero o abrigo alto accesible;131;Hortalizas, incluidos melones y fresas;9
7591;Canarias;Santa Cruz de Tenerife;Norte de Tenerife;SAU al aire libre;9;Huertos para consumo propio;9
7592;Canarias;Santa Cruz de Tenerife;Norte de Tenerife;SAU al aire libre;716;3 Raíces y Tubérculos;9
7593;Canarias;Santa Cruz de Tenerife;Norte de Tenerife;SAU al aire libre;342;6 Hortalizas, melones y fresas (excluidas semillas y plántulas);9
7594;Canarias;Santa Cruz de Tenerife;Norte de Tenerife;SAU al aire libre;54;2 Leguminosas y proteaginosas secas para grano;9
7595;Canarias;Santa Cruz de Tenerife;Norte de Tenerife;SAU al aire libre;292;1 Cereales para grano;9
7596;Canarias;Santa Cruz de Tenerife;Sur de Tenerife;SAU al aire libre;23;4 Cultivos cosechados en verde;6
7597;Canarias;Santa Cruz de Tenerife;Sur de Tenerife;SAU al aire libre;0;8 Semillas y plántulas destinadas a la venta;3
7598;Canarias;Santa Cruz de Tenerife;Sur de Tenerife;SAU al aire libre;0;9 Otros herbáceos;0
7599;Canarias;Santa Cruz de Tenerife;Sur de Tenerife;SAU al aire libre;0;10 Árboles de Navidad;0
7600;Canarias;Santa Cruz de Tenerife;Sur de Tenerife;SAU en invernadero o abrigo alto accesible;1;Semillas y plántulas destinadas a la venta;5
7601;Canarias;Santa Cruz de Tenerife;Sur de Tenerife;SAU en invernadero o abrigo alto accesible;1;Otros cultivos (incluidos huertos para consumo propio <100 m2);8
7602;Canarias;Santa Cruz de Tenerife;Sur de Tenerife;SAU en invernadero o abrigo alto accesible;25;Flores y plantas ornamentales;2
7603;Canarias;Santa Cruz de Tenerife;Sur de Tenerife;SAU en invernadero o abrigo alto accesible;57;Plantas aromáticas, medicinales y especias así como otras tierras arables;5
7604;Canarias;Santa Cruz de Tenerife;Sur de Tenerife;SAU en invernadero o abrigo alto accesible;967;Cultivos leñosos / permanentes (incluido viveros);0
7605;Canarias;Santa Cruz de Tenerife;Sur de Tenerife;SAU al aire libre;25;7 Flores y plantas ornamentales (venta como flor cortada, excepto semillas y plántulas);3
7606;Canarias;Santa Cruz de Tenerife;Sur de Tenerife;SAU al aire libre;90;1 Cítricos;8
7607;Canarias;Santa Cruz de Tenerife;Sur de Tenerife;SAU al aire libre;39;7 Olivar;8
7608;Canarias;Santa Cruz de Tenerife;Sur de Tenerife;SAU al aire libre;23;9 Viveros;5
7609;Canarias;Santa Cruz de Tenerife;Sur de Tenerife;SAU al aire libre;47;5 Cultivos industriales;5
7610;Canarias;Santa Cruz de Tenerife;Sur de Tenerife;SAU al aire libre;569;8 Viñedo;6
7611;Canarias;Santa Cruz de Tenerife;Sur de Tenerife;SAU al aire libre;0;5 Bayas (excluidas las fresas y bayas silvestres);7
7612;Canarias;Santa Cruz de Tenerife;Sur de Tenerife;SAU al aire libre;3;11 Otros cultivos leñosos;0
7613;Canarias;Santa Cruz de Tenerife;Sur de Tenerife;SAU al aire libre;326;Barbechos  (incluye las tierras sembradas para abono en verde);0
7614;Canarias;Santa Cruz de Tenerife;Sur de Tenerife;SAU al aire libre;83;2 Pasto intensivo;1
7615;Canarias;Santa Cruz de Tenerife;Sur de Tenerife;SAU al aire libre;14;3 Pasto no utilizado a efectos de producción;1
7616;Canarias;Santa Cruz de Tenerife;Sur de Tenerife;SAU al aire libre;283;1 Pasto extensivo;1
7617;Canarias;Santa Cruz de Tenerife;Sur de Tenerife;SAU al aire libre;10;2 Frutales originarios de clima templado, de pepita;7
7618;Canarias;Santa Cruz de Tenerife;Sur de Tenerife;SAU al aire libre;23;3 Frutales originarios de clima templado, de hueso;7
7619;Canarias;Santa Cruz de Tenerife;Sur de Tenerife;SAU al aire libre;1774;4 Frutales originarios de clima tropical y subtropical;7
7620;Canarias;Santa Cruz de Tenerife;Sur de Tenerife;SAU al aire libre;12;6 Frutales de fruto seco;7
7621;Canarias;Santa Cruz de Tenerife;Sur de Tenerife;SAU en invernadero o abrigo alto accesible;1175;Hortalizas, incluidos melones y fresas;9
7622;Canarias;Santa Cruz de Tenerife;Sur de Tenerife;SAU al aire libre;7;Huertos para consumo propio;9
7623;Canarias;Santa Cruz de Tenerife;Sur de Tenerife;SAU al aire libre;531;3 Raíces y Tubérculos;9
7624;Canarias;Santa Cruz de Tenerife;Sur de Tenerife;SAU al aire libre;818;6 Hortalizas, melones y fresas (excluidas semillas y plántulas);9
7625;Canarias;Santa Cruz de Tenerife;Sur de Tenerife;SAU al aire libre;22;2 Leguminosas y proteaginosas secas para grano;9
7626;Canarias;Santa Cruz de Tenerife;Sur de Tenerife;SAU al aire libre;40;1 Cereales para grano;9
7627;Canarias;Santa Cruz de Tenerife;Isla de La Palma;SAU al aire libre;0;3 Pasto no utilizado a efectos de producción;1
7628;Canarias;Santa Cruz de Tenerife;Isla de La Palma;SAU en invernadero o abrigo alto accesible;0;Otros cultivos (incluidos huertos para consumo propio <100 m2);8
7629;Canarias;Santa Cruz de Tenerife;Isla de La Palma;SAU en invernadero o abrigo alto accesible;0;Semillas y plántulas destinadas a la venta;5
7630;Canarias;Santa Cruz de Tenerife;Isla de La Palma;SAU al aire libre;0;9 Viveros;5
7631;Canarias;Santa Cruz de Tenerife;Isla de La Palma;SAU en invernadero o abrigo alto accesible;0;Plantas aromáticas, medicinales y especias así como otras tierras arables;5
7632;Canarias;Santa Cruz de Tenerife;Isla de La Palma;SAU al aire libre;0;9 Otros herbáceos;0
7633;Canarias;Santa Cruz de Tenerife;Isla de La Palma;SAU al aire libre;0;10 Árboles de Navidad;0
7634;Canarias;Santa Cruz de Tenerife;Isla de La Palma;SAU al aire libre;1;8 Semillas y plántulas destinadas a la venta;3
7635;Canarias;Santa Cruz de Tenerife;Isla de La Palma;SAU al aire libre;2;5 Cultivos industriales;5
7636;Canarias;Santa Cruz de Tenerife;Isla de La Palma;SAU al aire libre;2;5 Bayas (excluidas las fresas y bayas silvestres);7
7637;Canarias;Santa Cruz de Tenerife;Isla de La Palma;SAU en invernadero o abrigo alto accesible;3;Flores y plantas ornamentales;2
7638;Canarias;Santa Cruz de Tenerife;Isla de La Palma;SAU en invernadero o abrigo alto accesible;377;Cultivos leñosos / permanentes (incluido viveros);0
7639;Canarias;Santa Cruz de Tenerife;Isla de La Palma;SAU al aire libre;26;7 Flores y plantas ornamentales (venta como flor cortada, excepto semillas y plántulas);3
7640;Canarias;Santa Cruz de Tenerife;Isla de La Palma;SAU al aire libre;94;1 Cítricos;8
7641;Canarias;Santa Cruz de Tenerife;Isla de La Palma;SAU al aire libre;6;7 Olivar;8
7642;Canarias;Santa Cruz de Tenerife;Isla de La Palma;SAU al aire libre;244;8 Viñedo;6
7643;Canarias;Santa Cruz de Tenerife;Isla de La Palma;SAU al aire libre;24;4 Cultivos cosechados en verde;6
7644;Canarias;Santa Cruz de Tenerife;Isla de La Palma;SAU al aire libre;7;11 Otros cultivos leñosos;0
7645;Canarias;Santa Cruz de Tenerife;Isla de La Palma;SAU al aire libre;102;Barbechos  (incluye las tierras sembradas para abono en verde);0
7646;Canarias;Santa Cruz de Tenerife;Isla de La Palma;SAU al aire libre;524;2 Pasto intensivo;1
7647;Canarias;Santa Cruz de Tenerife;Isla de La Palma;SAU al aire libre;806;1 Pasto extensivo;1
7648;Canarias;Santa Cruz de Tenerife;Isla de La Palma;SAU al aire libre;11;2 Frutales originarios de clima templado, de pepita;7
7649;Canarias;Santa Cruz de Tenerife;Isla de La Palma;SAU al aire libre;21;3 Frutales originarios de clima templado, de hueso;7
7650;Canarias;Santa Cruz de Tenerife;Isla de La Palma;SAU al aire libre;3476;4 Frutales originarios de clima tropical y subtropical;7
7651;Canarias;Santa Cruz de Tenerife;Isla de La Palma;SAU al aire libre;74;6 Frutales de fruto seco;7
7652;Canarias;Santa Cruz de Tenerife;Isla de La Palma;SAU en invernadero o abrigo alto accesible;185;Hortalizas, incluidos melones y fresas;9
7653;Canarias;Santa Cruz de Tenerife;Isla de La Palma;SAU al aire libre;14;Huertos para consumo propio;9
7654;Canarias;Santa Cruz de Tenerife;Isla de La Palma;SAU al aire libre;151;3 Raíces y Tubérculos;9
7655;Canarias;Santa Cruz de Tenerife;Isla de La Palma;SAU al aire libre;81;6 Hortalizas, melones y fresas (excluidas semillas y plántulas);9
7656;Canarias;Santa Cruz de Tenerife;Isla de La Palma;SAU al aire libre;30;2 Leguminosas y proteaginosas secas para grano;9
7657;Canarias;Santa Cruz de Tenerife;Isla de La Palma;SAU al aire libre;7;1 Cereales para grano;9
7658;Canarias;Santa Cruz de Tenerife;Isla de La Gomera;SAU al aire libre;0;3 Pasto no utilizado a efectos de producción;1
7659;Canarias;Santa Cruz de Tenerife;Isla de La Gomera;SAU en invernadero o abrigo alto accesible;0;Flores y plantas ornamentales;2
7660;Canarias;Santa Cruz de Tenerife;Isla de La Gomera;SAU al aire libre;0;5 Bayas (excluidas las fresas y bayas silvestres);7
7661;Canarias;Santa Cruz de Tenerife;Isla de La Gomera;SAU al aire libre;0;6 Frutales de fruto seco;7
7662;Canarias;Santa Cruz de Tenerife;Isla de La Gomera;SAU al aire libre;0;8 Semillas y plántulas destinadas a la venta;3
7663;Canarias;Santa Cruz de Tenerife;Isla de La Gomera;SAU al aire libre;0;7 Olivar;8
7664;Canarias;Santa Cruz de Tenerife;Isla de La Gomera;SAU en invernadero o abrigo alto accesible;0;Otros cultivos (incluidos huertos para consumo propio <100 m2);8
7665;Canarias;Santa Cruz de Tenerife;Isla de La Gomera;SAU en invernadero o abrigo alto accesible;0;Semillas y plántulas destinadas a la venta;5
